Parry Hotter;Porschet;DONE;01:31
Lil Shiftkey;Scooby Dam;DONE;04:49
Elon Musk;Parry Hotter;DONE;03:23
Porschet;Donald Truck;CANCELLED;06:24
Al Capone;Scooby Dam;BOSSDIDIT;06:10
Elon Musk;Queen of Brexit;DONE;05:33
Al Capone;Mr. Trumpet;CANCELLED;03:34
Donald Truck;Lil Shiftkey;CANCELLED;06:08
Donald Truck;Parry Hotter;CANCELLED;05:09
Al Capone;Bill Gates;DONE;03:08
Mr. Trumpet;Porschet;FAILED;06:29
Donald Truck;Donald Truck;FAILED;02:01
Bill Gates;Lil Shiftkey;FAILED;00:59
Bill Gates;Scooby Dam;FAILED;03:12
Lil Shiftkey;Lil Shiftkey;CANCELLED;00:48
Lil Shiftkey;Porschet;CANCELLED;06:35

